ip_id,label,n_huge_CR,n_huge_DR,diff_huge_train_CR_DR,n_ATM,n_Branch,n_CDM,n_CorporateConnect,n_EDC,n_KPlus,most_frequent_channel,n_CR_ATM,n_CR_Branch,n_CR_CDM,n_CR_CorporateConnect,n_CR_EDC,n_CR_KPlus,most_frequent_CR_channel,n_DR_ATM,n_DR_Branch,n_DR_CorporateConnect,n_DR_EDC,n_DR_KPlus,most_frequent_DR_channel,n_CR,n_DR,diff_n_CR_DR,most_frequent_tp,sum_amt_CR,sum_amt_DR,diff_sum_amt_CR_DR,sum_amt_CR_per_month,sum_amt_DR_per_month,max_sum_amt_tp,avg_amt_CR,avg_amt_DR,diff_avg_amt_CR_DR,max_avg_amt_tp
70,0.0,0,0,0,9.0,7.0,4.0,9.0,5.0,7.0,n_ATM,6.0,5.0,4.0,4.0,0.0,5.0,n_CR_ATM,3.0,2.0,5.0,5.0,2.0,n_DR_CorporateConnect,24,17,7,n_CR,123140.0,91216.0,31924.0,8795.714285714286,6515.428571428572,sum_amt_CR,5130.833333333333,5365.64705882353,-234.8137254901967,avg_amt_DR
71,0.0,0,0,0,13.0,3.0,3.0,8.0,4.0,10.0,n_ATM,9.0,2.0,3.0,1.0,0.0,4.0,n_CR_ATM,4.0,1.0,7.0,4.0,6.0,n_DR_CorporateConnect,19,22,-3,n_DR,65199.0,114527.0,-49328.0,4657.071428571428,8180.5,sum_amt_DR,3431.5263157894738,5205.772727272727,-1774.2464114832533,avg_amt_DR
72,0.0,0,0,0,10.0,11.0,7.0,10.0,4.0,8.0,n_Branch,6.0,9.0,7.0,8.0,0.0,4.0,n_CR_Branch,4.0,2.0,2.0,4.0,4.0,n_DR_ATM,34,16,18,n_CR,221411.0,58371.0,163040.0,15815.07142857143,4169.357142857143,sum_amt_CR,6512.088235294118,3648.1875,2863.900735294118,avg_amt_CR
73,0.0,0,0,0,11.0,6.0,5.0,8.0,2.0,4.0,n_ATM,7.0,2.0,5.0,2.0,0.0,3.0,n_CR_ATM,4.0,4.0,6.0,2.0,1.0,n_DR_CorporateConnect,19,17,2,n_CR,112852.0,99171.0,13681.0,8060.857142857143,7083.642857142857,sum_amt_CR,5939.578947368421,5833.588235294118,105.99071207430279,avg_amt_CR
74,0.0,0,0,0,8.0,4.0,4.0,6.0,9.0,5.0,n_EDC,4.0,4.0,4.0,4.0,0.0,1.0,n_CR_ATM,4.0,0.0,2.0,9.0,4.0,n_DR_EDC,17,19,-2,n_DR,80942.0,93375.0,-12433.0,5781.571428571428,6669.642857142857,sum_amt_DR,4761.294117647059,4914.473684210527,-153.17956656346814,avg_amt_DR
75,0.0,0,0,0,5.0,8.0,6.0,6.0,8.0,6.0,n_Branch,1.0,4.0,6.0,3.0,0.0,1.0,n_CR_CDM,4.0,4.0,3.0,8.0,5.0,n_DR_EDC,15,24,-9,n_DR,71663.0,132139.0,-60476.0,5118.785714285715,9438.5,sum_amt_DR,4777.533333333334,5505.791666666667,-728.2583333333332,avg_amt_DR
76,0.0,0,0,0,4.0,8.0,9.0,6.0,5.0,6.0,n_CDM,2.0,3.0,9.0,2.0,0.0,2.0,n_CR_CDM,2.0,5.0,4.0,5.0,4.0,n_DR_Branch,18,20,-2,n_DR,98874.0,111793.0,-12919.0,7062.428571428572,7985.214285714285,sum_amt_DR,5493.0,5589.65,-96.64999999999964,avg_amt_DR
77,0.0,0,0,0,11.0,4.0,2.0,8.0,5.0,9.0,n_ATM,4.0,2.0,2.0,4.0,0.0,4.0,n_CR_ATM,7.0,2.0,4.0,5.0,5.0,n_DR_ATM,16,23,-7,n_DR,97011.0,98174.0,-1163.0,6929.357142857143,7012.428571428572,sum_amt_DR,6063.1875,4268.434782608696,1794.752717391304,avg_amt_CR
78,0.0,0,0,0,9.0,9.0,6.0,6.0,7.0,4.0,n_ATM,2.0,4.0,6.0,4.0,0.0,2.0,n_CR_CDM,7.0,5.0,2.0,7.0,2.0,n_DR_ATM,18,23,-5,n_DR,119592.0,117666.0,1926.0,8542.285714285714,8404.714285714286,sum_amt_CR,6644.0,5115.913043478261,1528.086956521739,avg_amt_CR
79,0.0,0,0,0,13.0,7.0,4.0,14.0,3.0,8.0,n_CorporateConnect,6.0,5.0,4.0,4.0,0.0,4.0,n_CR_ATM,7.0,2.0,10.0,3.0,4.0,n_DR_CorporateConnect,23,26,-3,n_DR,118187.0,130417.0,-12230.0,8441.92857142857,9315.5,sum_amt_DR,5138.565217391304,5016.038461538462,122.52675585284214,avg_amt_CR
80,0.0,0,0,0,7.0,9.0,6.0,2.0,3.0,6.0,n_Branch,5.0,3.0,6.0,0.0,0.0,1.0,n_CR_CDM,2.0,6.0,2.0,3.0,5.0,n_DR_Branch,15,18,-3,n_DR,65207.0,90981.0,-25774.0,4657.642857142857,6498.642857142857,sum_amt_DR,4347.133333333333,5054.5,-707.3666666666668,avg_amt_DR
81,0.0,0,0,0,8.0,10.0,8.0,10.0,3.0,7.0,n_Branch,5.0,7.0,8.0,5.0,0.0,0.0,n_CR_CDM,3.0,3.0,5.0,3.0,7.0,n_DR_KPlus,25,21,4,n_CR,137403.0,120689.0,16714.0,9814.5,8620.642857142857,sum_amt_CR,5496.12,5747.0952380952385,-250.97523809523864,avg_amt_DR
82,0.0,0,0,0,11.0,6.0,5.0,5.0,3.0,8.0,n_ATM,2.0,2.0,5.0,2.0,0.0,4.0,n_CR_CDM,9.0,4.0,3.0,3.0,4.0,n_DR_ATM,15,23,-8,n_DR,72074.0,133505.0,-61431.0,5148.142857142857,9536.07142857143,sum_amt_DR,4804.933333333333,5804.565217391304,-999.6318840579706,avg_amt_DR
83,0.0,0,0,0,10.0,5.0,2.0,11.0,4.0,9.0,n_CorporateConnect,6.0,2.0,2.0,8.0,0.0,5.0,n_CR_CorporateConnect,4.0,3.0,3.0,4.0,4.0,n_DR_ATM,23,18,5,n_CR,111696.0,73600.0,38096.0,7978.285714285715,5257.142857142857,sum_amt_CR,4856.347826086957,4088.8888888888887,767.4589371980683,avg_amt_CR
84,0.0,0,0,0,7.0,7.0,4.0,10.0,5.0,10.0,n_CorporateConnect,4.0,3.0,4.0,7.0,0.0,4.0,n_CR_CorporateConnect,3.0,4.0,3.0,5.0,6.0,n_DR_KPlus,22,21,1,n_CR,133121.0,84683.0,48438.0,9508.642857142857,6048.785714285715,sum_amt_CR,6050.954545454545,4032.5238095238096,2018.4307359307354,avg_amt_CR
85,0.0,0,0,0,12.0,5.0,5.0,3.0,5.0,9.0,n_ATM,6.0,3.0,5.0,2.0,0.0,4.0,n_CR_ATM,6.0,2.0,1.0,5.0,5.0,n_DR_ATM,20,19,1,n_CR,117021.0,99798.0,17223.0,8358.642857142857,7128.428571428572,sum_amt_CR,5851.05,5252.526315789473,598.5236842105269,avg_amt_CR
86,0.0,0,0,0,16.0,4.0,8.0,8.0,1.0,9.0,n_ATM,4.0,3.0,8.0,3.0,0.0,4.0,n_CR_CDM,12.0,1.0,5.0,1.0,5.0,n_DR_ATM,22,24,-2,n_DR,101049.0,106926.0,-5877.0,7217.785714285715,7637.571428571428,sum_amt_DR,4593.136363636364,4455.25,137.88636363636397,avg_amt_CR
87,0.0,0,0,0,4.0,8.0,6.0,9.0,8.0,6.0,n_CorporateConnect,4.0,4.0,6.0,5.0,0.0,5.0,n_CR_CDM,0.0,4.0,4.0,8.0,1.0,n_DR_EDC,24,17,7,n_CR,135596.0,73637.0,61959.0,9685.42857142857,5259.785714285715,sum_amt_CR,5649.833333333333,4331.588235294118,1318.245098039215,avg_amt_CR
88,0.0,0,0,0,8.0,9.0,4.0,7.0,7.0,10.0,n_KPlus,6.0,7.0,4.0,4.0,0.0,5.0,n_CR_Branch,2.0,2.0,3.0,7.0,5.0,n_DR_EDC,26,19,7,n_CR,168161.0,88882.0,79279.0,12011.5,6348.714285714285,sum_amt_CR,6467.7307692307695,4678.0,1789.7307692307695,avg_amt_CR
89,0.0,0,0,0,7.0,8.0,1.0,12.0,3.0,3.0,n_CorporateConnect,3.0,7.0,1.0,5.0,0.0,1.0,n_CR_Branch,4.0,1.0,7.0,3.0,2.0,n_DR_CorporateConnect,17,17,0,n_CR,83271.0,76259.0,7012.0,5947.928571428572,5447.071428571428,sum_amt_CR,4898.294117647059,4485.823529411765,412.4705882352937,avg_amt_CR
90,0.0,0,0,0,6.0,13.0,8.0,7.0,8.0,14.0,n_KPlus,3.0,7.0,8.0,4.0,0.0,6.0,n_CR_CDM,3.0,6.0,3.0,8.0,8.0,n_DR_EDC,28,28,0,n_CR,125761.0,91934.0,33827.0,8982.92857142857,6566.714285714285,sum_amt_CR,4491.464285714285,3283.3571428571427,1208.1071428571427,avg_amt_CR
91,0.0,0,0,0,1.0,7.0,6.0,2.0,5.0,9.0,n_KPlus,1.0,3.0,6.0,1.0,0.0,6.0,n_CR_CDM,0.0,4.0,1.0,5.0,3.0,n_DR_EDC,17,13,4,n_CR,53740.0,82843.0,-29103.0,3838.5714285714284,5917.357142857143,sum_amt_DR,3161.176470588235,6372.538461538462,-3211.3619909502268,avg_amt_DR
92,0.0,0,0,0,4.0,4.0,3.0,9.0,3.0,4.0,n_CorporateConnect,2.0,2.0,3.0,5.0,0.0,1.0,n_CR_CorporateConnect,2.0,2.0,4.0,3.0,3.0,n_DR_CorporateConnect,13,14,-1,n_DR,85098.0,85533.0,-435.0,6078.428571428572,6109.5,sum_amt_DR,6546.0,6109.5,436.5,avg_amt_CR
93,0.0,0,0,0,7.0,9.0,3.0,9.0,3.0,10.0,n_KPlus,4.0,5.0,3.0,2.0,0.0,4.0,n_CR_Branch,3.0,4.0,7.0,3.0,6.0,n_DR_CorporateConnect,18,23,-5,n_DR,119885.0,144873.0,-24988.0,8563.214285714286,10348.07142857143,sum_amt_DR,6660.277777777777,6298.826086956522,361.4516908212554,avg_amt_CR
94,0.0,0,0,0,12.0,6.0,4.0,9.0,4.0,11.0,n_ATM,6.0,5.0,4.0,2.0,0.0,6.0,n_CR_ATM,6.0,1.0,7.0,4.0,5.0,n_DR_CorporateConnect,23,23,0,n_CR,83308.0,134166.0,-50858.0,5950.571428571428,9583.285714285714,sum_amt_DR,3622.086956521739,5833.304347826087,-2211.217391304348,avg_amt_DR
95,0.0,0,0,0,6.0,7.0,8.0,7.0,3.0,8.0,n_CDM,3.0,0.0,8.0,4.0,0.0,5.0,n_CR_CDM,3.0,7.0,3.0,3.0,3.0,n_DR_Branch,20,19,1,n_CR,127040.0,98773.0,28267.0,9074.285714285714,7055.214285714285,sum_amt_CR,6352.0,5198.578947368421,1153.4210526315792,avg_amt_CR
96,0.0,0,0,0,7.0,8.0,2.0,8.0,3.0,7.0,n_Branch,2.0,4.0,2.0,3.0,0.0,3.0,n_CR_Branch,5.0,4.0,5.0,3.0,4.0,n_DR_ATM,14,21,-7,n_DR,96581.0,114646.0,-18065.0,6898.642857142857,8189.0,sum_amt_DR,6898.642857142857,5459.333333333333,1439.3095238095239,avg_amt_CR
97,0.0,0,0,0,9.0,9.0,3.0,7.0,4.0,7.0,n_ATM,5.0,5.0,3.0,4.0,0.0,2.0,n_CR_ATM,4.0,4.0,3.0,4.0,5.0,n_DR_KPlus,19,20,-1,n_DR,67206.0,101500.0,-34294.0,4800.428571428572,7250.0,sum_amt_DR,3537.157894736842,5075.0,-1537.842105263158,avg_amt_DR
98,0.0,0,0,0,8.0,5.0,4.0,4.0,2.0,14.0,n_KPlus,6.0,3.0,4.0,2.0,0.0,4.0,n_CR_ATM,2.0,2.0,2.0,2.0,10.0,n_DR_KPlus,19,18,1,n_CR,102337.0,90950.0,11387.0,7309.785714285715,6496.428571428572,sum_amt_CR,5386.1578947368425,5052.777777777777,333.38011695906516,avg_amt_CR
99,0.0,0,0,0,5.0,13.0,4.0,11.0,4.0,8.0,n_Branch,3.0,7.0,4.0,8.0,0.0,5.0,n_CR_CorporateConnect,2.0,6.0,3.0,4.0,3.0,n_DR_Branch,27,18,9,n_CR,152577.0,93472.0,59105.0,10898.357142857143,6676.571428571428,sum_amt_CR,5651.0,5192.888888888889,458.1111111111113,avg_amt_CR
100,0.0,0,0,0,11.0,6.0,4.0,8.0,5.0,10.0,n_ATM,6.0,3.0,4.0,4.0,0.0,6.0,n_CR_ATM,5.0,3.0,4.0,5.0,4.0,n_DR_ATM,23,21,2,n_CR,95210.0,107898.0,-12688.0,6800.714285714285,7707.0,sum_amt_DR,4139.565217391304,5138.0,-998.434782608696,avg_amt_DR
101,0.0,0,0,0,5.0,7.0,3.0,6.0,4.0,7.0,n_Branch,2.0,4.0,3.0,3.0,0.0,4.0,n_CR_Branch,3.0,3.0,3.0,4.0,3.0,n_DR_EDC,16,16,0,n_CR,94034.0,85422.0,8612.0,6716.714285714285,6101.571428571428,sum_amt_CR,5877.125,5338.875,538.25,avg_amt_CR
102,0.0,0,0,0,11.0,9.0,0.0,1.0,1.0,5.0,n_ATM,6.0,7.0,0.0,0.0,0.0,4.0,n_CR_Branch,5.0,2.0,1.0,1.0,1.0,n_DR_ATM,17,10,7,n_CR,128941.0,42891.0,86050.0,9210.07142857143,3063.6428571428573,sum_amt_CR,7584.764705882353,4289.1,3295.664705882353,avg_amt_CR
103,0.0,0,0,0,7.0,2.0,2.0,7.0,6.0,12.0,n_KPlus,6.0,1.0,2.0,5.0,0.0,6.0,n_CR_ATM,1.0,1.0,2.0,6.0,6.0,n_DR_EDC,20,16,4,n_CR,142518.0,61751.0,80767.0,10179.857142857143,4410.785714285715,sum_amt_CR,7125.9,3859.4375,3266.4624999999996,avg_amt_CR
104,0.0,0,0,0,10.0,11.0,1.0,9.0,4.0,7.0,n_Branch,5.0,6.0,1.0,5.0,0.0,5.0,n_CR_Branch,5.0,5.0,4.0,4.0,2.0,n_DR_ATM,22,20,2,n_CR,128206.0,102158.0,26048.0,9157.57142857143,7297.0,sum_amt_CR,5827.545454545455,5107.9,719.6454545454553,avg_amt_CR
105,0.0,0,0,0,10.0,7.0,2.0,10.0,3.0,8.0,n_ATM,6.0,5.0,2.0,7.0,0.0,3.0,n_CR_CorporateConnect,4.0,2.0,3.0,3.0,5.0,n_DR_KPlus,23,17,6,n_CR,137820.0,79082.0,58738.0,9844.285714285714,5648.714285714285,sum_amt_CR,5992.173913043478,4651.882352941177,1340.2915601023014,avg_amt_CR
106,0.0,0,0,0,8.0,5.0,5.0,6.0,1.0,9.0,n_KPlus,3.0,4.0,5.0,5.0,0.0,6.0,n_CR_KPlus,5.0,1.0,1.0,1.0,3.0,n_DR_ATM,23,11,12,n_CR,101851.0,41106.0,60745.0,7275.071428571428,2936.1428571428573,sum_amt_CR,4428.304347826087,3736.909090909091,691.395256916996,avg_amt_CR
107,0.0,0,0,0,6.0,9.0,8.0,11.0,1.0,8.0,n_CorporateConnect,3.0,3.0,8.0,6.0,0.0,4.0,n_CR_CDM,3.0,6.0,5.0,1.0,4.0,n_DR_Branch,24,19,5,n_CR,132065.0,118793.0,13272.0,9433.214285714286,8485.214285714286,sum_amt_CR,5502.708333333333,6252.263157894737,-749.5548245614036,avg_amt_DR
108,0.0,0,0,0,6.0,11.0,9.0,7.0,3.0,8.0,n_Branch,3.0,4.0,9.0,4.0,0.0,2.0,n_CR_CDM,3.0,7.0,3.0,3.0,6.0,n_DR_Branch,22,22,0,n_CR,106591.0,117007.0,-10416.0,7613.642857142857,8357.642857142857,sum_amt_DR,4845.045454545455,5318.5,-473.45454545454504,avg_amt_DR
109,0.0,0,0,0,9.0,9.0,4.0,4.0,10.0,6.0,n_EDC,2.0,4.0,4.0,2.0,0.0,3.0,n_CR_Branch,7.0,5.0,2.0,10.0,3.0,n_DR_EDC,15,27,-12,n_DR,83492.0,139963.0,-56471.0,5963.714285714285,9997.357142857143,sum_amt_DR,5566.133333333333,5183.814814814815,382.31851851851843,avg_amt_CR
110,0.0,0,0,0,12.0,17.0,4.0,9.0,3.0,8.0,n_Branch,7.0,9.0,4.0,4.0,0.0,4.0,n_CR_Branch,5.0,8.0,5.0,3.0,4.0,n_DR_Branch,28,25,3,n_CR,112160.0,152627.0,-40467.0,8011.428571428572,10901.92857142857,sum_amt_DR,4005.714285714286,6105.08,-2099.365714285714,avg_amt_DR
111,0.0,0,0,0,9.0,7.0,2.0,6.0,7.0,5.0,n_ATM,5.0,3.0,2.0,1.0,0.0,3.0,n_CR_ATM,4.0,4.0,5.0,7.0,2.0,n_DR_EDC,14,22,-8,n_DR,66605.0,117304.0,-50699.0,4757.5,8378.857142857143,sum_amt_DR,4757.5,5332.0,-574.5,avg_amt_DR
112,0.0,0,0,0,9.0,10.0,5.0,8.0,5.0,12.0,n_KPlus,5.0,5.0,5.0,3.0,0.0,8.0,n_CR_KPlus,4.0,5.0,5.0,5.0,4.0,n_DR_Branch,26,23,3,n_CR,108974.0,145523.0,-36549.0,7783.857142857143,10394.5,sum_amt_DR,4191.307692307692,6327.086956521739,-2135.7792642140466,avg_amt_DR
113,0.0,0,0,0,6.0,4.0,1.0,6.0,5.0,8.0,n_KPlus,4.0,2.0,1.0,3.0,0.0,3.0,n_CR_ATM,2.0,2.0,3.0,5.0,5.0,n_DR_EDC,13,17,-4,n_DR,89408.0,106960.0,-17552.0,6386.285714285715,7640.0,sum_amt_DR,6877.538461538462,6291.764705882353,585.7737556561087,avg_amt_CR
114,0.0,0,0,0,3.0,8.0,6.0,7.0,7.0,5.0,n_Branch,2.0,4.0,6.0,5.0,0.0,3.0,n_CR_CDM,1.0,4.0,2.0,7.0,2.0,n_DR_EDC,20,16,4,n_CR,93388.0,65336.0,28052.0,6670.571428571428,4666.857142857143,sum_amt_CR,4669.4,4083.5,585.8999999999996,avg_amt_CR
115,0.0,0,0,0,6.0,5.0,4.0,13.0,5.0,12.0,n_CorporateConnect,3.0,2.0,4.0,5.0,0.0,7.0,n_CR_KPlus,3.0,3.0,8.0,5.0,5.0,n_DR_CorporateConnect,21,24,-3,n_DR,92518.0,140093.0,-47575.0,6608.428571428572,10006.642857142857,sum_amt_DR,4405.619047619048,5837.208333333333,-1431.5892857142853,avg_amt_DR
116,0.0,0,0,0,9.0,2.0,5.0,11.0,6.0,9.0,n_CorporateConnect,7.0,0.0,5.0,4.0,0.0,2.0,n_CR_ATM,2.0,2.0,7.0,6.0,7.0,n_DR_CorporateConnect,18,24,-6,n_DR,106154.0,144703.0,-38549.0,7582.428571428572,10335.92857142857,sum_amt_DR,5897.444444444444,6029.291666666667,-131.84722222222263,avg_amt_DR
117,0.0,0,0,0,7.0,6.0,5.0,11.0,2.0,6.0,n_CorporateConnect,4.0,5.0,5.0,8.0,0.0,3.0,n_CR_CorporateConnect,3.0,1.0,3.0,2.0,3.0,n_DR_ATM,25,12,13,n_CR,139076.0,51544.0,87532.0,9934.0,3681.714285714286,sum_amt_CR,5563.04,4295.333333333333,1267.706666666667,avg_amt_CR
118,0.0,0,0,0,7.0,6.0,3.0,11.0,0.0,8.0,n_CorporateConnect,5.0,4.0,3.0,5.0,0.0,4.0,n_CR_ATM,2.0,2.0,6.0,0.0,4.0,n_DR_CorporateConnect,21,14,7,n_CR,125026.0,107158.0,17868.0,8930.42857142857,7654.142857142857,sum_amt_CR,5953.619047619048,7654.142857142857,-1700.5238095238092,avg_amt_DR
119,0.0,0,0,0,8.0,7.0,2.0,13.0,7.0,10.0,n_CorporateConnect,6.0,3.0,2.0,6.0,0.0,6.0,n_CR_ATM,2.0,4.0,7.0,7.0,4.0,n_DR_CorporateConnect,23,24,-1,n_DR,119839.0,134096.0,-14257.0,8559.92857142857,9578.285714285714,sum_amt_DR,5210.391304347826,5587.333333333333,-376.942028985507,avg_amt_DR
120,0.0,0,0,0,9.0,1.0,3.0,7.0,4.0,8.0,n_ATM,6.0,0.0,3.0,4.0,0.0,5.0,n_CR_ATM,3.0,1.0,3.0,4.0,3.0,n_DR_EDC,18,14,4,n_CR,118600.0,84396.0,34204.0,8471.42857142857,6028.285714285715,sum_amt_CR,6588.888888888889,6028.285714285715,560.603174603174,avg_amt_CR
121,0.0,0,0,0,9.0,11.0,2.0,4.0,3.0,5.0,n_Branch,6.0,8.0,2.0,0.0,0.0,2.0,n_CR_Branch,3.0,3.0,4.0,3.0,3.0,n_DR_CorporateConnect,18,16,2,n_CR,101127.0,42994.0,58133.0,7223.357142857143,3071.0,sum_amt_CR,5618.166666666667,2687.125,2931.041666666667,avg_amt_CR
122,0.0,0,0,0,9.0,8.0,4.0,5.0,2.0,10.0,n_KPlus,5.0,6.0,4.0,1.0,0.0,6.0,n_CR_Branch,4.0,2.0,4.0,2.0,4.0,n_DR_ATM,22,16,6,n_CR,143737.0,100338.0,43399.0,10266.92857142857,7167.0,sum_amt_CR,6533.5,6271.125,262.375,avg_amt_CR
123,0.0,0,0,0,9.0,5.0,2.0,8.0,2.0,6.0,n_ATM,5.0,4.0,2.0,4.0,0.0,3.0,n_CR_ATM,4.0,1.0,4.0,2.0,3.0,n_DR_ATM,18,14,4,n_CR,67934.0,85072.0,-17138.0,4852.428571428572,6076.571428571428,sum_amt_DR,3774.1111111111113,6076.571428571428,-2302.460317460317,avg_amt_DR
124,0.0,0,0,0,6.0,6.0,5.0,4.0,0.0,6.0,n_ATM,2.0,4.0,5.0,2.0,0.0,4.0,n_CR_CDM,4.0,2.0,2.0,0.0,2.0,n_DR_ATM,17,10,7,n_CR,70450.0,60799.0,9651.0,5032.142857142857,4342.785714285715,sum_amt_CR,4144.117647058823,6079.9,-1935.7823529411762,avg_amt_DR
125,0.0,0,0,0,13.0,8.0,4.0,7.0,3.0,8.0,n_ATM,10.0,4.0,4.0,4.0,0.0,5.0,n_CR_ATM,3.0,4.0,3.0,3.0,3.0,n_DR_Branch,27,16,11,n_CR,120019.0,61370.0,58649.0,8572.785714285714,4383.571428571428,sum_amt_CR,4445.148148148148,3835.625,609.5231481481478,avg_amt_CR
126,0.0,0,0,0,8.0,4.0,7.0,6.0,5.0,6.0,n_ATM,4.0,1.0,7.0,3.0,0.0,4.0,n_CR_CDM,4.0,3.0,3.0,5.0,2.0,n_DR_EDC,19,17,2,n_CR,83567.0,87366.0,-3799.0,5969.071428571428,6240.428571428572,sum_amt_DR,4398.263157894737,5139.176470588235,-740.9133126934985,avg_amt_DR
127,0.0,0,0,0,13.0,13.0,2.0,14.0,3.0,5.0,n_CorporateConnect,7.0,5.0,2.0,5.0,0.0,2.0,n_CR_ATM,6.0,8.0,9.0,3.0,3.0,n_DR_CorporateConnect,21,29,-8,n_DR,105379.0,125507.0,-20128.0,7527.071428571428,8964.785714285714,sum_amt_DR,5018.047619047619,4327.827586206897,690.2200328407225,avg_amt_CR
128,0.0,0,0,0,7.0,9.0,3.0,4.0,3.0,4.0,n_Branch,3.0,6.0,3.0,2.0,0.0,2.0,n_CR_Branch,4.0,3.0,2.0,3.0,2.0,n_DR_ATM,16,14,2,n_CR,83306.0,66227.0,17079.0,5950.428571428572,4730.5,sum_amt_CR,5206.625,4730.5,476.125,avg_amt_CR
129,0.0,0,0,0,8.0,3.0,2.0,7.0,5.0,2.0,n_ATM,5.0,3.0,2.0,4.0,0.0,2.0,n_CR_ATM,3.0,0.0,3.0,5.0,0.0,n_DR_EDC,16,11,5,n_CR,61459.0,63312.0,-1853.0,4389.928571428572,4522.285714285715,sum_amt_DR,3841.1875,5755.636363636364,-1914.448863636364,avg_amt_DR
130,0.0,0,0,0,11.0,8.0,4.0,9.0,5.0,5.0,n_ATM,8.0,5.0,4.0,7.0,0.0,3.0,n_CR_ATM,3.0,3.0,2.0,5.0,2.0,n_DR_EDC,27,15,12,n_CR,164101.0,67516.0,96585.0,11721.5,4822.571428571428,sum_amt_CR,6077.814814814815,4501.066666666667,1576.7481481481482,avg_amt_CR
131,0.0,0,0,0,2.0,11.0,2.0,6.0,7.0,11.0,n_Branch,0.0,6.0,2.0,4.0,0.0,3.0,n_CR_Branch,2.0,5.0,2.0,7.0,8.0,n_DR_KPlus,15,24,-9,n_DR,85468.0,106988.0,-21520.0,6104.857142857143,7642.0,sum_amt_DR,5697.866666666667,4457.833333333333,1240.0333333333338,avg_amt_CR
132,0.0,0,0,0,10.0,7.0,6.0,8.0,3.0,5.0,n_ATM,7.0,6.0,6.0,4.0,0.0,2.0,n_CR_ATM,3.0,1.0,4.0,3.0,3.0,n_DR_CorporateConnect,25,14,11,n_CR,112136.0,73915.0,38221.0,8009.714285714285,5279.642857142857,sum_amt_CR,4485.44,5279.642857142857,-794.2028571428573,avg_amt_DR
133,0.0,0,0,0,10.0,14.0,3.0,5.0,4.0,3.0,n_Branch,3.0,6.0,3.0,5.0,0.0,2.0,n_CR_Branch,7.0,8.0,0.0,4.0,1.0,n_DR_Branch,19,20,-1,n_DR,118235.0,85251.0,32984.0,8445.357142857143,6089.357142857143,sum_amt_CR,6222.894736842105,4262.55,1960.3447368421048,avg_amt_CR
134,0.0,0,0,0,10.0,4.0,4.0,6.0,10.0,6.0,n_ATM,7.0,2.0,4.0,4.0,0.0,4.0,n_CR_ATM,3.0,2.0,2.0,10.0,2.0,n_DR_EDC,21,19,2,n_CR,131951.0,89404.0,42547.0,9425.07142857143,6386.0,sum_amt_CR,6283.380952380952,4705.473684210527,1577.9072681704256,avg_amt_CR
135,0.0,0,0,0,7.0,8.0,4.0,8.0,4.0,6.0,n_Branch,4.0,6.0,4.0,5.0,0.0,3.0,n_CR_Branch,3.0,2.0,3.0,4.0,3.0,n_DR_EDC,22,15,7,n_CR,139782.0,84588.0,55194.0,9984.42857142857,6042.0,sum_amt_CR,6353.727272727273,5639.2,714.5272727272732,avg_amt_CR
136,0.0,0,0,0,4.0,10.0,4.0,10.0,3.0,4.0,n_Branch,0.0,3.0,4.0,5.0,0.0,1.0,n_CR_CorporateConnect,4.0,7.0,5.0,3.0,3.0,n_DR_Branch,13,22,-9,n_DR,49709.0,132467.0,-82758.0,3550.6428571428573,9461.92857142857,sum_amt_DR,3823.769230769231,6021.227272727273,-2197.458041958042,avg_amt_DR
137,0.0,0,0,0,9.0,10.0,4.0,9.0,2.0,8.0,n_Branch,4.0,7.0,4.0,6.0,0.0,2.0,n_CR_Branch,5.0,3.0,3.0,2.0,6.0,n_DR_KPlus,23,19,4,n_CR,169358.0,77840.0,91518.0,12097.0,5560.0,sum_amt_CR,7363.391304347826,4096.8421052631575,3266.5491990846685,avg_amt_CR
138,0.0,0,0,0,7.0,7.0,2.0,10.0,3.0,10.0,n_CorporateConnect,6.0,4.0,2.0,5.0,0.0,5.0,n_CR_ATM,1.0,3.0,5.0,3.0,5.0,n_DR_CorporateConnect,22,17,5,n_CR,116054.0,68562.0,47492.0,8289.57142857143,4897.285714285715,sum_amt_CR,5275.181818181818,4033.0588235294117,1242.1229946524063,avg_amt_CR
139,0.0,0,0,0,7.0,11.0,6.0,4.0,5.0,6.0,n_Branch,5.0,7.0,6.0,2.0,0.0,5.0,n_CR_Branch,2.0,4.0,2.0,5.0,1.0,n_DR_EDC,25,14,11,n_CR,105459.0,74374.0,31085.0,7532.785714285715,5312.428571428572,sum_amt_CR,4218.36,5312.428571428572,-1094.0685714285719,avg_amt_DR
140,0.0,0,0,0,6.0,3.0,5.0,12.0,1.0,8.0,n_CorporateConnect,4.0,2.0,5.0,10.0,0.0,4.0,n_CR_CorporateConnect,2.0,1.0,2.0,1.0,4.0,n_DR_KPlus,25,10,15,n_CR,126040.0,37784.0,88256.0,9002.857142857143,2698.8571428571427,sum_amt_CR,5041.6,3778.4,1263.2000000000003,avg_amt_CR
141,0.0,0,0,0,5.0,6.0,2.0,4.0,2.0,6.0,n_Branch,2.0,5.0,2.0,1.0,0.0,3.0,n_CR_Branch,3.0,1.0,3.0,2.0,3.0,n_DR_ATM,13,12,1,n_CR,50287.0,44189.0,6098.0,3591.9285714285716,3156.3571428571427,sum_amt_CR,3868.230769230769,3682.4166666666665,185.81410256410254,avg_amt_CR
